Pub Med ID,Answers,MoA
17591660,"The drug being evaluated is ketamine, which is an N-methyl-D-aspartate (NMDA) antagonist. The mechanism of action is the inhibition of the NMDA receptor.",Antagonist
3129746,"The drug evaluated in the study is ritanserin, which is a specific serotonin-S2-antagonist. The mechanism of action is inhibiting serotonin receptor subtype 2, and there is no mention of any other receptor subtype being evaluated in this study.",Antagonist
14603267,The mechanism of action is: NMDA receptor antagonist. The receptor subtype(s) are: NMDA receptors. The drug being evaluated is ketamine.,Antagonist
21223356,"The drugs being evaluated are risperidone and SB-742457. 
Risperidone is a D(2)/5-HT(2A) antagonist with low affinity for 5-HT(6) receptors. 
SB-742457 is a potent 5-HT(6) antagonist.
The mechanism of action for risperidone is: dopamine and 5-HT receptor antagonist. The mechanism of action for SB-742457 is: 5-HT(6) antagonist. Receptor subtypes are: D(2)/5-HT(2A) for risperidone and 5-HT(6) for SB-742457.",Antagonist
19512973,The mechanism of action is: N-methyl-D-aspartate receptor antagonist. The receptor subtype(s) are: NMDA receptors. The drug being evaluated is ketamine.,Antagonist
9682999,"The drugs being evaluated are amisulpride and flupentixol. Amisulpride is a selective D2-like dopamine antagonist, while flupentixol blocks D2-like, D1-like and 5-HT2 receptors. Therefore, amisulpride targets D2-like receptors and flupentixol targets D2-like, D1-like, and 5-HT2 receptors.",Antagonist
22980315,The article does not provide information on the mechanism of action or receptor subtype(s) of bitopertin (RG1678).,Antagonist
27342447,The mechanism of action is NMDA receptor antagonist. The receptor subtype is NMDA. The drug being evaluated is ketamine.,Antagonist
10693157,"The drug is ketamine, which is a non-competitive antagonist of the N-methyl-D-aspartate (NMDA) receptor, a subtype of the glutamate receptor.",Antagonist
31773211,The mechanism of action of TAK-063 is as a phosphodiesterase 10A inhibitor. There is no mention of receptor subtypes being evaluated in this study.,Antagonist
17452287,The mechanism of action is: NMDA receptor antagonist. The subtype(s) are: N/A. The drug being evaluated is: memantine.,Antagonist
10943910,The mechanism of action is: non-competitive NMDA antagonist. The receptor subtype(s) are: NMDA receptors.,Antagonist
20838215,"The mechanism of action of Trazodone is not clearly outlined in the article, but it is described as an antidepressant agent with prominent serotonergic antagonistic properties. It is suggested that its property of serotonin 2A postsynaptic receptor antagonism may be its principal mechanism for the improvement of NIA. There is no mention of receptor subtypes.",Antagonist
9683005,"The drug being evaluated is ketamine, which is an NMDA receptor antagonist. There is no specific subtype mentioned in the article.",Antagonist
28350401,"The article is not describing the evaluation of drugs, but rather studying the effects of systemic inflammation on stimulant-induced striatal dopamine elevation. No specific drugs or receptors are mentioned in the abstract.",Antagonist
30003027,The mechanism of action is: NMDAR antagonist. The receptor subtype(s) are: NMDA receptors. The drug being evaluated is S-Ketamine.,Antagonist
15936063,"The mechanism of action is: muscarinic and nicotinic receptor modulation. The receptor subtype(s) are: muscarinic and nicotinic receptors. The binding mode(s) are: antagonism (mecamylamine, scopolamine) and simultaneous antagonism of both receptor types (mecamylamine+scopolamine).",Antagonist
9433341,There is no drug being evaluated in this article.,Antagonist
22813429,"The article does not provide information on the mechanism of action, target of the chemical reaction, or receptor subtype of the drug being evaluated (ketamine). The article instead focuses on the effects of ketamine on sense of agency and intentional binding in relation to schizophrenia.",Antagonist
20947068,The mechanism of action is: noncompetitive N-methyl-D-aspartate antagonist. The receptor subtype(s) are: N-methyl-D-aspartate receptors. The drug being evaluated is ketamine.,Antagonist
11351929,"The mechanism of action is anticholinergic. The target of the chemical reaction is not specified in the article, but since the drug is referred to as an anticholinergic, it is likely that it acts on muscarinic acetylcholine receptors. The subtype(s) are not specified in the article.",Antagonist
19890262,The mechanism of action is NMDA antagonist (ketamine). The receptor subtype(s) are NMDA receptors.,Antagonist
21723949,"The mechanism of action of the drug is: glutamatergic system modulation. The drug being evaluated is ketamine, which is an NMDA receptor antagonist.",Antagonist
2899186,The article does not provide information about the mechanism of action or receptor subtype of the drugs being evaluated (pimozide and lithium).,Antagonist
12680739,The mechanism of action is: NMDA neurotransmitter system antagonism. The subtype(s) are: NMDA receptors. The drug being evaluated is (S)-ketamine.,Antagonist
7530376,"The receptor(s) are: 5-HT2 and D2 dopamine. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: combined 5-HT2 and D2 dopamine receptor blockade. Specifically, the drug being evaluated is risperidone, which has a high affinity for both 5-HT2 and D2 dopamine receptors.",Antagonist
8725991,The mechanism of action for risperidone is as an antipsychotic agent and dopamine antagonist. The receptor subtypes targeted were not specified in the article.,Antagonist
11763011,"The mechanism of action for cyproheptadine is as an antiserotonergic agent, and propranolol acts as an adrenergic beta-antagonist. The receptor subtype(s) are not specified in the article.",Antagonist
7545159,The mechanism of action of risperidone is as an atypical antipsychotic agent with potent dopaminergic and serotonergic antagonist activity. There are no specific receptor subtypes mentioned for this drug in the article.,Antagonist
19713555,The mechanism of action is as a dopamine D(2)- and serotonergic 5-HT(2A)-receptor antagonist. The receptor subtype(s) targeted are dopamine D(2) and serotonergic 5-HT(2A).,Antagonist
18227836,"The article does not mention any specific drugs being evaluated. Instead, it investigates the effects of disrupting the oxytocin gene in mice and how it affects their susceptibility to the psychosis-related effects of amphetamine, apomorphine, and phencyclidine.",Antagonist
20589598,"The article does not provide information on the mechanism of action or receptor subtype(s) for clozapine, ziprasidone, or risperidone.",Antagonist
11459878,"There are no drugs being evaluated in this article. Instead, the method used is repetitive transcranial magnetic stimulation (rTMS) of the dorsolateral prefrontal cortex in humans to induce dopamine release in the caudate nucleus.",Antagonist
36305696,There is no information in this article about specific drugs or their mechanisms of action and receptor subtypes.,Antagonist
1701262,The mechanism of action of the drug risperidone is as a combined serotonin-dopamine antagonist. The article does not specify any receptor subtype(s) that the drug is being evaluated with.,Antagonist
17239041,The mechanism of action for perospirone is as an atypical antipsychotic with potent serotonin 5-HT2 and dopamine D2 antagonist activity. There is no information provided about specific receptor subtypes being targeted.,Antagonist
32876732,"The mechanism of action of the drug is to act as a muscarinic antagonist, with atropine being the drug being evaluated. The receptor subtype(s) are the muscarinic receptors, specifically the M1 and M3 subtypes, which are responsible for salivation.",Antagonist
15683753,"There are no drugs being evaluated in this article, only a genetic polymorphism in the adrenergic alpha2C receptor (ADRA2C) and its potential association with clinical response and cognitive improvement to antipsychotic treatment.",Antagonist
