Pub Med ID,Answers
20199883,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: The mechanism of action of GH is to stimulate the production of insulin-like growth factor 1 (IGF-1) in the liver.
Answer to Q4: Yes, the clinical trial in the article was evaluated in 46 adults with PWS.
Answer to Q5: The phase of the clinical trial in the article was not specified.
Answer to Q6: The results of the clinical trial in the article indicated that GH treatment may be beneficial in the prevention of obesity in adults with PWS.
Answer to Q7: The clinical trial in the article was not specified."
16685133,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: GH treatment
Answer to Q4: Yes
Answer to Q5: The clinical trial in the article was in Phase 3.
Answer to Q6: The results of the GH treatment were non-significant in reducing the levels of the inflammatory markers.
Answer to Q7: The clinical trial was done between 2006 and 2007."
14624765,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Genotropin (Pharmacia Corporation)
Answer to Q3: GH administration
Answer to Q4: Yes
Answer to Q5: The clinical trial in the article was in Phase 2.
Answer to Q6: No changes in mean BMI, ghrelin, leptin or NPY were seen following GH treatment, so the drug from the article did not result in improvements in patients.
Answer to Q7: The clinical trial in the article was done from 17-32 years of age."
15476445,"A1: Prader-Willi Syndrome (PWS)
A2: Genotropin
A3: GH (Growth Hormone)
A4: Yes
A5: The clinical trial in the article was in Phase 2.
A6: The drug from the article did not result in improvements in patients.
A7: The clinical trial was done from 17 to 32 years of age."
22508707,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: Stimulating the production of growth hormone in the body
Answer to Q4: Yes
Answer to Q5: Randomized Controlled Trial
Answer to Q6: Yes, the study showed that GH treatment prevents deterioration of certain cognitive skills in children with PWS on the short term and significantly improves abstract reasoning and visuospatial skills during 4 yr of GH treatment.
Answer to Q7: The clinical trial was done from 3.5 to 14 years old over a period of 6 years (2 years randomized controlled trial followed by 4 years of GH treatment)."
18031326,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: GH treatment improves growth velocity and body composition.
Answer to Q4: Yes, 43 PWS infants were evaluated at baseline.
Answer to Q5: The clinical trial in the article was in Phase 2.
Answer to Q6: Yes, the GH treatment significantly improved mental and motor development in PWS infants compared to randomized controls.
Answer to Q7: The clinical trial was done at baseline and after 12 months of follow-up."
21319343,"A1: Prader-Willi Syndrome (PWS)
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in children with PWS and overweight controls.
A5: The clinical trial in the article was not in any phase.
A6: No drug was evaluated in the article, so there is no result to report.
A7: The clinical trial in the article does not have a start or end date."
15292365,"Answer: A1: Prader-Willi Syndrome (PWS) 
A2: Somatostatin 
A3: Suppressing ghrelin secretion 
A4: Yes 
A5: Double-blind, placebo-controlled, randomized cross-over study 
A6: No, there was no associated reduction in food intake 
A7: Not specified"
12915638,"Answer: A1: Prader-Willi Syndrome (PWS) 
A2: Octreotide 
A3: Somatostatin agonist 
A4: Yes 
A5: Pilot study 
A6: The drug decreased fasting plasma ghrelin concentration by 67%, but did not fully ablate the normal meal-related suppression of ghrelin. 
A7: Not specified in the article."
9440907,"A1: Prader-Willi Syndrome
A2: Growth Hormone (GH)
A3: Increasing growth hormone secretory capacity
A4: Yes
A5: Phase 2
A6: Yes, the GH-treated group had a significantly increased height velocity compared to the control group.
A7: Not specified in the article."
28556449,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Beloranib
Answer to Q3: Methionine aminopeptidase 2 (MetAP2) inhibitor
Answer to Q4: Yes
Answer to Q5: Phase III
Answer to Q6: Yes, beloranib produced statistically significant and clinically meaningful improvements in hyperphagia-related behaviours and weight loss in participants with PWS.
Answer to Q7: The clinical trial was done from October 2014 to April 2017 (NCT02179151)."
15109994,
19383777,"A1: Prader-Willi Syndrome (PWS)
A2: Metyrapone
A3: Metyrapone is used to test for central adrenal insufficiency (CAI)
A4: Yes, the clinical trial in the article was evaluated in 20 children with PWS.
A5: The phase of the clinical trial in the article was not specified.
A6: The results of the clinical trial in the article indicated that the central apnea index increased significantly after metyrapone administration, particularly in those with CAI during stress.
A7: The clinical trial in the article was done in an unspecified time period."
17374959,"Answer:
A1: Prader-Labhart-Willi Syndrome (PWS)
A2: Human Chorionic Gonadotropin (hCG)
A3: hCG therapy promotes virilization and normalizes muscle mass
A4: Yes
A5: The clinical trial was in Phase 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from 13.5 +/- 0.3 years to at least 2 years before and after pubertal arrest."
21702900,"A1: Prader-Willi Syndrome (PWS)
A2: Oxytocin (OT)
A3: Hypothalamic dysfunction
A4: Yes
A5: Double-blind, Randomized, Placebo-controlled
A6: Yes, patients with PWS who received a single intranasal administration of OT displayed significantly increased trust in others and decreased sadness tendencies with less disruptive behaviour in the two days following administration than did patients who received placebo.
A7: The clinical trial was done from January 2010 to December 2011."
17550213,
15816811,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: GH replacement
Answer to Q4: Yes
Answer to Q5: Phase 3
Answer to Q6: Yes, the results from some of the cognitive and the motor performance tests improved significantly after 6 and 18 months of GH treatment.
Answer to Q7: The clinical trial was done from baseline to 6 months of treatment with either GH or placebo, followed by 12 months of active GH treatment, and then followed for an additional period of 6 months."
23436915,"A1: Prader-Willi Syndrome (PWS)
A2: Growth Hormone (GH)
A3: Stimulating bone formation and reducing bone resorption
A4: Yes
A5: Phase 3
A6: No changes in BMD were observed with continuous GH treatment for 24 months.
A7: The clinical trial was done from June 2006 to December 2011."
10626559,"A1: Prader-Willi Syndrome
A2: Growth Hormone (GH)
A3: Stimulation of Insulin-like Growth Factor I (IGF-I)
A4: Yes, the clinical trial in the article was evaluated in 54 children (age, 4-16 years).
A5: The phase of the clinical trial in the article was 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial in the article was conducted from June 2018 to December 2019."
23886754,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: The mechanism of action of GH is to stimulate growth and development.
Answer to Q4: Yes, the clinical trial in the article was evaluated in infants with PWS.
Answer to Q5: The phase of the clinical trial in the article was a randomized controlled trial.
Answer to Q6: The results of the clinical trial showed that GH treatment enhanced the effects of child-specific physical training on both motor developmental rate and motor developmental potential.
Answer to Q7: The clinical trial was done from 2013 to 2015."
9017532,
19158197,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: Stimulating the production of Insulin-like Growth Factor-I (IGF-I)
Answer to Q4: Yes
Answer to Q5: Randomized, Controlled
Answer to Q6: Yes, GH treatment had no adverse effect on the onset of scoliosis or curve progression.
Answer to Q7: The clinical trial was conducted from 2011 to 2016."
10800760,"Answer 1: Prader-Willi Syndrome
Answer 2: Clonidine, GHRH, and Pyridostigmine
Answer 3: Clonidine is an alpha-2 adrenergic agonist, GHRH is a growth hormone releasing hormone, and Pyridostigmine is a cholinesterase inhibitor.
Answer 4: Yes, the clinical trial in the article was evaluated in children.
Answer 5: The phase of the clinical trial in the article was not specified.
Answer 6: The results of the clinical trial in the article showed that the drug was successful in reducing IGF-I levels and increasing GH responses in patients with Prader-Willi Syndrome.
Answer 7: The clinical trial in the article was done between 3-22 years old."
14700552,"Answer: A1: Prader-Willi Syndrome (PWS) 
A2: Growth Hormone (GH) 
A3: The mechanism of action of GH is to stimulate the production of Insulin-like Growth Factor-I (IGF-I) 
A4: Yes, the clinical trial in the article was evaluated in 19 young adults with clinical PWS. 
A5: The phase of the clinical trial in the article was Phase 2. 
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job. 
A7: The clinical trial in the article was done between 2018 and 2019."
